Mole_index,Method_index,Peak_time,Area,Height,Smiles,Name,CAS,Initial_T,Final_T,Heating_rate,Ret_time
1,35,3.234,309404.0,181851.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,80.0,280.0,20.0,3.0
1,36,3.2310000000000003,315049.0,186555.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,80.0,280.0,30.0,3.0
1,4,4.685,519741.0,265603.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,10.0,1.0
1,5,4.125,532734.0,306956.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,20.0,1.0
1,6,3.855,522162.0,308136.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,30.0,1.0
1,7,5.151,549804.0,259979.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,10.0,2.0
1,8,4.666,515233.0,273544.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,20.0,2.0
1,9,4.418,513107.0,291356.0,CC1=CC=CC=C1,Methylbenzene,108-88-3,40.0,280.0,30.0,2.0
10,1,16.122,251648.0,63755.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,250.0,10.0,0.0
10,10,19.12,255343.0,64681.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,10.0,3.0
10,11,13.009,274752.0,92492.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,20.0,3.0
10,12,10.804,290214.0,103189.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,30.0,3.0
10,13,14.116,245760.0,61543.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,270.0,10.0,0.0
10,14,9.005,236595.0,69715.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,20.0,0.0
10,15,7.135,181963.0,81209.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,30.0,0.0
10,16,15.114,231945.0,53376.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,260.0,10.0,1.0
10,17,10.005,251564.0,77083.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,20.0,1.0
10,18,8.136000000000001,261001.0,90605.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,30.0,1.0
10,19,16.111,234932.0,53593.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,250.0,10.0,2.0
10,2,10.009,263056.0,84302.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,20.0,0.0
10,20,11.003,256184.0,79621.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,20.0,2.0
10,21,9.132,175917.0,44398.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,30.0,2.0
10,22,17.112000000000002,148381.0,17901.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,240.0,10.0,3.0
10,23,12.0,176570.0,36694.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,20.0,3.0
10,24,10.132,187559.0,44437.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,60.0,280.0,30.0,3.0
10,25,12.142999999999999,136640.0,14223.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,10.0,0.0
10,26,8.015,156918.0,28368.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,20.0,0.0
10,27,6.473,102209.0,36357.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,30.0,0.0
10,28,13.110999999999999,215063.0,56459.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,10.0,1.0
10,29,9.003,165787.0,30018.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,20.0,1.0
10,3,7.805,208860.0,93916.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,30.0,0.0
10,30,7.465,179081.0,41687.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,30.0,1.0
10,31,14.109000000000002,151442.0,16471.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,270.0,10.0,2.0
10,32,9.993,167874.0,30183.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,20.0,2.0
10,33,8.455,175973.0,38621.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,30.0,2.0
10,34,15.099,150850.0,15465.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,260.0,10.0,3.0
10,35,10.982000000000001,174902.0,27688.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,20.0,3.0
10,36,9.443999999999999,196160.0,37062.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,80.0,280.0,30.0,3.0
10,4,17.118,256660.0,61891.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,240.0,10.0,1.0
10,5,11.009,286660.0,90304.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,20.0,1.0
10,6,8.805,284232.0,101006.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,30.0,1.0
10,7,18.12,280476.0,65357.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,230.0,10.0,2.0
10,8,12.008,290605.0,92801.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,20.0,2.0
10,9,9.805,291545.0,102171.0,OC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenol,100-02-7,40.0,280.0,30.0,2.0
100,1,11.769,471476.0,166886.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,180.0,10.0,0.0
100,10,14.722999999999999,468517.0,161037.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,10.0,3.0
100,11,10.634,501053.0,229714.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,260.0,20.0,3.0
100,12,9.097000000000001,514364.0,258074.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,30.0,3.0
100,13,9.818,426868.0,152912.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,200.0,10.0,0.0
100,14,6.683,433546.0,208316.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,280.0,20.0,0.0
100,15,5.47,442773.0,226955.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,280.0,30.0,0.0
100,16,10.774000000000001,420627.0,161090.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,190.0,10.0,1.0
100,17,7.65,455499.0,202838.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,280.0,20.0,1.0
100,18,6.438,442392.0,235982.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,60.0,280.0,30.0,1.0
100,2,7.665,498892.0,231094.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,20.0,0.0
100,3,6.124,502799.0,253625.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,30.0,0.0
100,4,12.751,483258.0,172785.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,170.0,10.0,1.0
100,5,8.652000000000001,508885.0,233057.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,20.0,1.0
100,6,7.115,497412.0,265865.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,30.0,1.0
100,7,13.738,428495.0,166498.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,160.0,10.0,2.0
100,8,9.644,513452.0,226868.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,20.0,2.0
100,9,8.107000000000001,556672.0,262877.0,OC1CC2=C(C=CC=C2)C1,2-Indanol,4254-29-9,40.0,280.0,30.0,2.0
101,1,3.491,255239.0,164381.0,O=C1C(C)(C)CCC1,"2,2-Dimethylcyclopentane-1-one",4541-32-6,60.0,300.0,20.0,18.0
101,2,3.736,256865.0,160532.0,O=C1C(C)(C)CCC1,"2,2-Dimethylcyclopentane-1-one",4541-32-6,60.0,300.0,15.0,14.0
101,3,4.1160000000000005,268932.0,153258.0,O=C1C(C)(C)CCC1,"2,2-Dimethylcyclopentane-1-one",4541-32-6,60.0,300.0,10.0,6.0
101,4,4.333,263282.0,140414.0,O=C1C(C)(C)CCC1,"2,2-Dimethylcyclopentane-1-one",4541-32-6,60.0,300.0,8.0,0.0
102,1,11.862,606320.0,293556.0,O=C(C1=CC=CC=C1)/C=C/C2=CC=CC=C2,trans-Chalcone,614-47-1,60.0,300.0,20.0,18.0
102,2,14.523,614107.0,266128.0,O=C(C1=CC=CC=C1)/C=C/C2=CC=CC=C2,trans-Chalcone,614-47-1,60.0,300.0,15.0,14.0
102,3,19.566,616004.0,209541.0,O=C(C1=CC=CC=C1)/C=C/C2=CC=CC=C2,trans-Chalcone,614-47-1,60.0,300.0,10.0,6.0
103,1,7.521,340924.0,157575.0,CC(C1=CC=C(OC)C=C1)=O,4'-Methoxyacetophenone,100-06-1,60.0,300.0,20.0,18.0
103,2,8.896,332213.0,137736.0,CC(C1=CC=C(OC)C=C1)=O,4'-Methoxyacetophenone,100-06-1,60.0,300.0,15.0,14.0
103,3,11.407,333013.0,117441.0,CC(C1=CC=C(OC)C=C1)=O,4'-Methoxyacetophenone,100-06-1,60.0,300.0,10.0,6.0
103,4,13.13,326248.0,103553.0,CC(C1=CC=C(OC)C=C1)=O,4'-Methoxyacetophenone,100-06-1,60.0,300.0,8.0,0.0
104,1,3.873,228707.0,96561.0,O=C(C=C1)C=CC1=O,"1,4-Benzoquinone",106-51-4,60.0,300.0,20.0,18.0
104,2,4.211,223170.0,88341.0,O=C(C=C1)C=CC1=O,"1,4-Benzoquinone",106-51-4,60.0,300.0,15.0,14.0
104,3,4.753,230348.0,80282.0,O=C(C=C1)C=CC1=O,"1,4-Benzoquinone",106-51-4,60.0,300.0,10.0,6.0
104,4,5.073,219348.0,72042.0,O=C(C=C1)C=CC1=O,"1,4-Benzoquinone",106-51-4,60.0,300.0,8.0,0.0
105,1,6.155,417551.0,207022.0,CC(C1=CC=C(C)C=C1)=O,4'-Methylacetophenone,122-00-9,60.0,300.0,20.0,18.0
105,2,7.122999999999999,416699.0,184109.0,CC(C1=CC=C(C)C=C1)=O,4'-Methylacetophenone,122-00-9,60.0,300.0,15.0,14.0
105,3,8.838,392450.0,150539.0,CC(C1=CC=C(C)C=C1)=O,4'-Methylacetophenone,122-00-9,60.0,300.0,10.0,6.0
105,4,9.982000000000001,395615.0,139462.0,CC(C1=CC=C(C)C=C1)=O,4'-Methylacetophenone,122-00-9,60.0,300.0,8.0,0.0
106,1,8.297,279117.0,124710.0,CC(C1=CC=C(I)C=C1)=O,4'-Iodoacetophenone,13329-40-3,60.0,300.0,20.0,18.0
106,2,9.885,278877.0,112442.0,CC(C1=CC=C(I)C=C1)=O,4'-Iodoacetophenone,13329-40-3,60.0,300.0,15.0,14.0
106,3,12.802999999999999,278075.0,93267.0,CC(C1=CC=C(I)C=C1)=O,4'-Iodoacetophenone,13329-40-3,60.0,300.0,10.0,6.0
106,4,14.822000000000001,269435.0,82377.0,CC(C1=CC=C(I)C=C1)=O,4'-Iodoacetophenone,13329-40-3,60.0,300.0,8.0,0.0
107,1,7.357,352917.0,164214.0,CC(C1=CC=C(Br)C=C1)=O,4'-Bromoacetophenone,99-90-1,60.0,300.0,20.0,18.0
107,2,8.67,356275.0,151007.0,CC(C1=CC=C(Br)C=C1)=O,4'-Bromoacetophenone,99-90-1,60.0,300.0,15.0,14.0
107,3,11.056,348181.0,126136.0,CC(C1=CC=C(Br)C=C1)=O,4'-Bromoacetophenone,99-90-1,60.0,300.0,10.0,6.0
107,4,12.684000000000001,346442.0,112295.0,CC(C1=CC=C(Br)C=C1)=O,4'-Bromoacetophenone,99-90-1,60.0,300.0,8.0,0.0
108,1,5.035,424375.0,208593.0,CC(C1=CC=C(F)C=C1)=O,4-Fluoroacetophenone,403-42-9,60.0,300.0,20.0,18.0
108,2,5.689,417384.0,181608.0,CC(C1=CC=C(F)C=C1)=O,4-Fluoroacetophenone,403-42-9,60.0,300.0,15.0,14.0
108,3,6.808,406799.0,158423.0,CC(C1=CC=C(F)C=C1)=O,4-Fluoroacetophenone,403-42-9,60.0,300.0,10.0,6.0
108,4,7.524,406305.0,149682.0,CC(C1=CC=C(F)C=C1)=O,4-Fluoroacetophenone,403-42-9,60.0,300.0,8.0,0.0
109,1,2.6689999999999996,210980.0,138238.0,O=C(C1CC1)C,Cyclopropyl methyl ketone,765-43-5,60.0,300.0,20.0,18.0
109,2,2.741,212041.0,131733.0,O=C(C1CC1)C,Cyclopropyl methyl ketone,765-43-5,60.0,300.0,15.0,14.0
109,3,2.845,213823.0,126405.0,O=C(C1CC1)C,Cyclopropyl methyl ketone,765-43-5,60.0,300.0,10.0,6.0
109,4,2.9,212946.0,122147.0,O=C(C1CC1)C,Cyclopropyl methyl ketone,765-43-5,60.0,300.0,8.0,0.0
11,1,18.554000000000002,319674.0,71038.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,10.0,0.0
11,10,21.554000000000002,297648.0,64242.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,10.0,3.0
11,11,14.315999999999999,412405.0,119147.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,20.0,3.0
11,12,11.767000000000001,385132.0,133790.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,30.0,3.0
11,13,16.554000000000002,334635.0,70503.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,10.0,0.0
11,14,10.312000000000001,344983.0,109457.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,20.0,0.0
11,15,5.53,142836.0,47535.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,30.0,0.0
11,16,17.557000000000002,366718.0,75105.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,10.0,1.0
11,17,11.312999999999999,361604.0,114064.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,20.0,1.0
11,18,9.095,334935.0,126927.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,30.0,1.0
11,19,18.562,366838.0,77413.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,10.0,2.0
11,2,11.312999999999999,337947.0,108087.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,20.0,0.0
11,20,12.307,347149.0,105670.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,20.0,2.0
11,21,10.092,326540.0,115413.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,30.0,2.0
11,22,19.551,330606.0,70496.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,10.0,3.0
11,23,13.31,334302.0,100162.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,20.0,3.0
11,24,11.089,326540.0,118147.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,60.0,280.0,30.0,3.0
11,25,14.552999999999999,318764.0,68624.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,10.0,0.0
11,26,9.304,321817.0,103460.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,20.0,0.0
11,27,4.919,124003.0,40176.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,30.0,0.0
11,28,15.552,348893.0,75145.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,10.0,1.0
11,29,10.305,342821.0,113661.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,20.0,1.0
11,3,6.1739999999999995,142200.0,45708.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,30.0,0.0
11,30,8.419,317232.0,118329.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,30.0,1.0
11,31,16.55,352715.0,74887.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,10.0,2.0
11,32,11.302999999999999,351689.0,113710.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,20.0,2.0
11,33,9.421,337190.0,116822.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,30.0,2.0
11,34,17.547,345433.0,71378.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,10.0,3.0
11,35,12.304,357580.0,110704.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,20.0,3.0
11,36,10.415,343141.0,118278.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,80.0,280.0,30.0,3.0
11,4,19.557000000000002,372610.0,77006.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,10.0,1.0
11,5,12.312999999999999,380097.0,116711.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,20.0,1.0
11,6,9.761000000000001,338872.0,127486.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,30.0,1.0
11,7,20.559,375223.0,80002.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,10.0,2.0
11,8,13.315999999999999,392036.0,117723.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,20.0,2.0
11,9,10.764000000000001,388551.0,126337.0,O=C(O)CC1=CC=C([N+]([O-])=O)C=C1,4-Nitrophenyl acetic acid,104-03-0,40.0,280.0,30.0,2.0
110,1,11.225999999999999,626575.0,325392.0,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,"4,4'-Dimethylbenzophenone",611-97-2,60.0,300.0,20.0,18.0
110,2,13.698,639117.0,291695.0,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,"4,4'-Dimethylbenzophenone",611-97-2,60.0,300.0,15.0,14.0
110,3,18.369,639541.0,245958.0,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,"4,4'-Dimethylbenzophenone",611-97-2,60.0,300.0,10.0,6.0
110,4,21.689,635440.0,211253.0,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,"4,4'-Dimethylbenzophenone",611-97-2,60.0,300.0,8.0,0.0
111,1,6.354,296875.0,130943.0,C#CC1=CC=C(OCC)C=C1,4-Ethoxyphenylacetylene,79887-14-2,60.0,300.0,20.0,18.0
111,2,7.399,307522.0,130642.0,C#CC1=CC=C(OCC)C=C1,4-Ethoxyphenylacetylene,79887-14-2,60.0,300.0,15.0,14.0
111,3,9.265,290218.0,103469.0,C#CC1=CC=C(OCC)C=C1,4-Ethoxyphenylacetylene,79887-14-2,60.0,300.0,10.0,6.0
111,4,10.517999999999999,295750.0,91056.0,C#CC1=CC=C(OCC)C=C1,4-Ethoxyphenylacetylene,79887-14-2,60.0,300.0,8.0,0.0
112,1,7.098,246572.0,91669.0,CNC1=CC=C(OC)C=C1,4-Methoxy-N-methylbenzenamine,5961-59-1,60.0,300.0,20.0,18.0
112,2,8.351,236365.0,82201.0,CNC1=CC=C(OC)C=C1,4-Methoxy-N-methylbenzenamine,5961-59-1,60.0,300.0,15.0,14.0
112,3,10.627,233696.0,65195.0,CNC1=CC=C(OC)C=C1,4-Methoxy-N-methylbenzenamine,5961-59-1,60.0,300.0,10.0,6.0
112,4,12.18,230801.0,58866.0,CNC1=CC=C(OC)C=C1,4-Methoxy-N-methylbenzenamine,5961-59-1,60.0,300.0,8.0,0.0
113,1,7.662999999999999,232650.0,94461.0,CSC1=CC=C(Br)C=C1,4-Bromothioanisole,104-95-0,60.0,300.0,20.0,18.0
113,2,9.062999999999999,230450.0,83145.0,CSC1=CC=C(Br)C=C1,4-Bromothioanisole,104-95-0,60.0,300.0,15.0,14.0
113,3,11.615,221699.0,69226.0,CSC1=CC=C(Br)C=C1,4-Bromothioanisole,104-95-0,60.0,300.0,10.0,6.0
113,4,13.366,219222.0,58785.0,CSC1=CC=C(Br)C=C1,4-Bromothioanisole,104-95-0,60.0,300.0,8.0,0.0
114,1,6.856,210715.0,87900.0,CCOC1=CC=C(Br)C=C1,4-Bromophenetole,588-96-5,60.0,300.0,20.0,18.0
114,2,8.031,207332.0,78649.0,CCOC1=CC=C(Br)C=C1,4-Bromophenetole,588-96-5,60.0,300.0,15.0,14.0
114,3,10.154,210578.0,62396.0,CCOC1=CC=C(Br)C=C1,4-Bromophenetole,588-96-5,60.0,300.0,10.0,6.0
114,4,11.585999999999999,201596.0,55693.0,CCOC1=CC=C(Br)C=C1,4-Bromophenetole,588-96-5,60.0,300.0,8.0,0.0
115,1,10.965,552740.0,289403.0,C1(SSC2=CC=CC=C2)=CC=CC=C1,Diphenyl disulfide,882-33-7,60.0,300.0,20.0,18.0
115,2,13.343,574759.0,269338.0,C1(SSC2=CC=CC=C2)=CC=CC=C1,Diphenyl disulfide,882-33-7,60.0,300.0,15.0,14.0
115,3,17.819000000000003,575614.0,221605.0,C1(SSC2=CC=CC=C2)=CC=CC=C1,Diphenyl disulfide,882-33-7,60.0,300.0,10.0,6.0
115,4,20.991999999999997,573028.0,191286.0,C1(SSC2=CC=CC=C2)=CC=CC=C1,Diphenyl disulfide,882-33-7,60.0,300.0,8.0,0.0
